	Год	День	Месяц	Час	Лексема	Часть речи
1810	2010	19	01	14	голос	NOUN
1811	2010	19	01	14	вообще	ADVB
1812	2010	19	01	14	нету	PRED
1813	2010	19	01	12	хороший	ADJF
1814	2010	19	01	12	ава	NOUN
1815	2010	18	01	22	спасибобольшоя	NOUN
1816	2010	18	01	22	я	NPRO
1817	2010	18	01	22	голос	NOUN
1818	2010	18	01	22	пополнютеб	NOUN
1819	2010	18	01	22	обязательно	ADVB
1820	2010	18	01	22	отправить	INFN
1821	2010	18	01	22	спасибо	INTJ
1822	2010	18	01	21	это	PRCL
1823	2010	18	01	21	ты	NPRO
1824	2010	18	01	21	это	PRCL
1825	2010	18	01	21	ты	NPRO
1826	2010	18	01	10	приветик	NOUN
1827	2010	18	01	10	как	CONJ
1828	2010	18	01	10	дело	NOUN
1829	2010	18	01	10	чем	CONJ
1830	2010	18	01	10	маяться	INFN
1831	2010	17	01	21	мена	NOUN
1832	2010	17	01	21	тоже	ADVB
1833	2010	17	01	21	а	CONJ
1834	2010	17	01	21	она	NPRO
1835	2010	17	01	21	у	PREP
1836	2010	17	01	21	я	NPRO
1837	2010	17	01	21	есть	INTJ
1838	2010	17	01	20	ужс	None
1839	2010	17	01	15	это	PRCL
1840	2010	17	01	15	ты	NPRO
1841	2010	15	01	22	послушать	INFN
1842	2010	15	01	22	она	NPRO
1843	2010	15	01	22	с	PREP
1844	2010	15	01	22	очень	ADVB
1845	2010	15	01	22	глубокий	ADJF
1846	2010	15	01	22	смысл	NOUN
1847	2010	15	01	22	подумать	INFN
1848	2010	15	01	22	я	NPRO
1849	2010	15	01	22	кажется	CONJ
1850	2010	15	01	22	она	NPRO
1851	2010	15	01	22	очень	ADVB
1852	2010	15	01	22	про	PREP
1853	2010	15	01	22	ты	NPRO
1854	2010	15	01	22	да	PRCL
1855	2010	15	01	22	на	PREP
1856	2010	15	01	22	здоровие	NOUN
1857	2010	15	01	22	ава	NOUN
1858	2010	15	01	22	супербла	None
1859	2010	15	01	22	ну	PRCL
1860	2010	15	01	22	пасиб	NOUN
1861	2010	15	01	22	ава	NOUN
1862	2010	15	01	22	супер	ADJF
1863	2010	15	01	22	я	NPRO
1864	2010	15	01	22	не	PRCL
1865	2010	15	01	22	художник	NOUN
1866	2010	15	01	22	но	CONJ
1867	2010	15	01	22	воть	INFN
1868	2010	15	01	22	что	CONJ
1869	2010	15	01	22	то	CONJ
1870	2010	15	01	22	нарисовать	INFN
1871	2010	15	01	21	приветик	NOUN
1872	2010	15	01	21	как	CONJ
1873	2010	15	01	21	дело	NOUN
1874	2010	15	01	21	чем	CONJ
1875	2010	15	01	21	маяться	INFN
1876	2010	15	01	20	я	NPRO
1877	2010	15	01	20	тошнить	INFN
1878	2010	15	01	20	ты	NPRO
1879	2010	15	01	20	я	NPRO
1880	2010	15	01	20	в	PREP
1881	2010	15	01	20	школа	NOUN
1882	2010	15	01	20	не	PRCL
1883	2010	15	01	20	видеть	INFN
1884	2010	15	01	20	аатака	NOUN
1885	2010	15	01	20	плохо	PRED
1886	2010	15	01	20	что	CONJ
1887	2010	15	01	20	делать	INFN
1888	2010	15	01	20	пофииигглавный	ADJF
1889	2010	15	01	20	скинуть	INFN
1890	2010	15	01	20	на	PREP
1891	2010	15	01	20	флех	NOUN
1892	2010	15	01	20	я	NPRO
1893	2010	15	01	20	весь	ADJF
1894	2010	15	01	20	весь	ADJF
1895	2010	15	01	20	весь	ADJF
1896	2010	15	01	20	привет	NOUN
1897	2010	15	01	20	лиш	None
1898	2010	15	01	20	как	CONJ
1899	2010	15	01	20	ты	NPRO
1900	2010	15	01	20	ладный	ADJF
1901	2010	15	01	20	ты	NPRO
1902	2010	15	01	20	я	NPRO
1903	2010	15	01	20	на	PREP
1904	2010	15	01	20	флех	NOUN
1905	2010	15	01	20	скинья	NOUN
1906	2010	15	01	20	выложить	INFN
1907	2010	15	01	20	весь	ADJF
1908	2010	15	01	20	так	CONJ
1909	2010	15	01	20	мало	ADVB
1910	2010	15	01	19	а	CONJ
1911	2010	15	01	19	что	CONJ
1912	2010	15	01	19	так	CONJ
1913	2010	15	01	19	мало	ADVB
1914	2010	15	01	19	фотка	NOUN
1915	2010	15	01	11	пустякккк	NOUN
1916	2010	15	01	11	приветик	NOUN
1917	2010	15	01	11	ава	NOUN
1918	2010	15	01	11	супер	ADJF
1919	2010	14	01	21	хах	None
1920	2010	08	01	16	аещё	ADVB
1921	2010	08	01	16	очень	ADVB
1922	2010	08	01	16	сильно	ADVB
1923	2010	08	01	16	скучать	INFN
1924	2010	08	01	16	это	PRCL
1925	2010	08	01	16	ты	NPRO
1926	2010	08	01	00	такой	ADJF
1927	2010	08	01	00	красивый	ADJF
1928	2010	08	01	00	на	PREP
1929	2010	08	01	00	ава	NOUN
1930	2010	04	01	20	а	CONJ
1931	2010	04	01	20	ты	NPRO
1932	2010	04	01	20	сейчас	ADVB
1933	2010	04	01	20	куда	NOUN
1934	2010	04	01	20	собираться	INFN
1935	2010	04	01	20	я	NPRO
1936	2010	04	01	20	что	CONJ
1937	2010	04	01	20	то	CONJ
1938	2010	04	01	20	ты	NPRO
1939	2010	04	01	20	не	PRCL
1940	2010	04	01	20	понимать	INFN
1941	2010	04	01	20	и	CONJ
1942	2010	04	01	20	в	PREP
1943	2010	04	01	20	сколько	CONJ
1944	2010	04	01	20	приехать	INFN
1945	2010	04	01	20	завтра	ADVB
1946	2010	04	01	20	уже	ADVB
1947	2010	04	01	20	в	PREP
1948	2010	04	01	20	город	NOUN
1949	2010	04	01	20	быть	INFN
1950	2010	04	01	20	что	CONJ
1951	2010	04	01	20	ты	NPRO
1952	2010	04	01	20	так	CONJ
1953	2010	04	01	20	рано	ADVB
1954	2010	04	01	20	чемодан	NOUN
1955	2010	04	01	20	собирать	INFN
1956	2010	04	01	20	я	NPRO
1957	2010	04	01	20	сок	NOUN
1958	2010	04	01	20	пить	INFN
1959	2010	04	01	20	вкусно	ADVB
1960	2010	04	01	20	как	CONJ
1961	2010	04	01	20	дело	NOUN
1962	2010	04	01	20	ты	NPRO
1963	2010	04	01	20	блин	INTJ
1964	2010	04	01	20	скотина	NOUN
1965	2010	04	01	20	мелкий	ADJF
1966	2010	04	01	20	давать	INFN
1967	2010	04	01	20	возвращаться	INFN
1968	2010	04	01	20	скучать	INFN
1969	2010	04	01	20	что	CONJ
1970	2010	04	01	20	делать	INFN
1971	2010	04	01	19	что	CONJ
1972	2010	04	01	19	делать	INFN
1973	2010	04	01	19	не	PRCL
1974	2010	04	01	19	скучно	ADVB
1975	2010	04	01	19	в	PREP
1976	2010	04	01	19	ижевск	NOUN
1977	2010	04	01	18	привет	NOUN
1978	2010	04	01	18	когда	CONJ
1979	2010	04	01	18	приехать	INFN
1980	2010	04	01	18	соскучиться	INFN
1981	2010	04	01	18	\	None
1982	2010	04	01	16	привет	NOUN
1983	2010	04	01	16	да	PRCL
1984	2010	04	01	16	хорошо	ADVB
1985	2010	04	01	16	всёт	VERB
1986	2010	04	01	16	как	CONJ
1987	2010	04	01	16	как	CONJ
1988	2010	04	01	16	каникулы	NOUN
1989	2010	03	01	23	любимаястатусхма	NOUN
1990	2010	03	01	23	ну	PRCL
1991	2010	03	01	23	что	CONJ
1992	2010	03	01	23	зайка	NOUN
1993	2010	03	01	23	с	PREP
1994	2010	03	01	23	прошедшее	NOUN
1995	2010	03	01	23	послать	INFN
1996	2010	03	01	23	завтра	ADVB
1997	2010	03	01	23	гулять	INFN
1998	2010	03	01	19	шикарно	ADVB
1999	2010	03	01	19	ты	NPRO
2000	2010	03	01	19	в	PREP
2001	2010	03	01	19	город	NOUN
2002	2010	03	01	19	привет	NOUN
2003	2010	03	01	19	как	CONJ
2004	2010	03	01	19	ты	NPRO
2005	2010	01	01	23	вы	NPRO
2006	2010	01	01	23	ща	None
2007	2010	01	01	23	в	PREP
2008	2010	01	01	23	ижевск	NOUN
2009	2010	01	01	23	с	PREP
2010	2010	01	01	23	новый	ADJF
2011	2010	01	01	23	год	NOUN
2012	2010	01	01	23	пельмяшка	NOUN
2013	2010	01	01	23	племяшка	NOUN
